location_id,state,district,latitude,longitude
L00648,Uttar Pradesh,Chitrakoot,25.217139,81.1045927
L00649,Uttar Pradesh,Deoria,26.4239911,83.7638578
L00650,Uttar Pradesh,Etah,27.5550357,78.5992221
L00651,Uttar Pradesh,Etawah,26.7155629,79.0917098
L00652,Uttar Pradesh,Faizabad,26.7807986,82.1486589
L00653,Uttar Pradesh,Farrukhabad,27.4362003,79.4894778
L00654,Uttar Pradesh,Fatehpur,25.8348023,80.9154547
L00655,Uttar Pradesh,Firozabad,27.1941954,78.4604956
L00656,Uttar Pradesh,Gautam Buddha Nagar,28.368716,77.5970121
L00657,Uttar Pradesh,Ghaziabad,28.7749966,77.4586967
L00658,Uttar Pradesh,Ghazipur,25.6034863,83.5075888
L00659,Uttar Pradesh,Gonda,27.1103723,81.9238906
L00660,Uttar Pradesh,Gorakhpur,26.6677977,83.3642334
L00661,Uttar Pradesh,Hamirpur,25.75,80.0
L00663,Uttar Pradesh,Hardoi,27.3369978,80.0998232
L00664,Uttar Pradesh,Hathras,27.5724324,78.1116209
L00665,Uttar Pradesh,Jalaun,26.1048633,79.3919136
L00666,Uttar Pradesh,Jaunpur,25.7967065,82.4888992
L00667,Uttar Pradesh,Jhansi,25.529855,78.6527802
L00668,Uttar Pradesh,Kannauj,26.9986675,79.6927946
L00669,Uttar Pradesh,Kanpur Dehat,26.4585639,79.8548052
L00670,Uttar Pradesh,Kanpur Nagar,26.4410107,80.2652803
L00672,Uttar Pradesh,Kaushambi,25.5342456,81.4493567
L00673,Uttar Pradesh,Kushinagar (Padrauna),26.9026725,83.9779499
L00674,Uttar Pradesh,Lakhimpur - Kheri,28.1834229,80.7131272
L00675,Uttar Pradesh,Lalitpur,24.6999688,78.51862
L00676,Uttar Pradesh,Lucknow,26.8381,80.9346001
L00677,Uttar Pradesh,Maharajganj,26.4710847,81.1807046
L00678,Uttar Pradesh,Mahoba,25.3615938,79.706011
L00679,Uttar Pradesh,Mainpuri,27.2093072,79.0625369
L00680,Uttar Pradesh,Mathura,27.4955539,77.6855554
L00681,Uttar Pradesh,Mau,26.0390905,83.4985846
L00682,Uttar Pradesh,Meerut,29.0018557,77.7679671
L00683,Uttar Pradesh,Mirzapur,24.9316896,82.6280163
L00684,Uttar Pradesh,Moradabad,28.8796553,78.8095335
L00685,Uttar Pradesh,Muzaffarnagar,29.4496979,77.7429333
L00686,Uttar Pradesh,Pilibhit,28.4947158,80.1076122
L00687,Uttar Pradesh,Pratapgarh,25.75,81.75
L00688,Uttar Pradesh,RaeBareli,26.2086769,81.2186298
L00689,Uttar Pradesh,Rampur,28.7934728,79.1845806
L00690,Uttar Pradesh,Saharanpur,29.9856799,77.5040646
L00692,Uttar Pradesh,Sant Kabir Nagar,26.755082,83.0398545
L00693,Uttar Pradesh,Shahjahanpur,27.9128583,79.7476254
L00695,Uttar Pradesh,Shravasti,27.5083429,82.0263569
L00696,Uttar Pradesh,Siddharth Nagar,27.2752892,83.0675485
L00697,Uttar Pradesh,Sitapur,27.5026748,80.8335139
L00698,Uttar Pradesh,Sonbhadra,24.4148159,83.0637517
L00699,Uttar Pradesh,Sultanpur,26.2604732,82.2380532
L00700,Uttar Pradesh,Unnao,26.5673264,80.6198193
L00701,Uttar Pradesh,Varanasi,25.3356491,83.0076292
L00702,West Bengal,Alipurduar,26.4851573,89.5246926
L00703,West Bengal,Bankura,23.132377,87.2081925
L00704,West Bengal,Birbhum,24.0621532,87.6982823
L00705,West Bengal,Burdwan (Bardhaman),23.2377409,87.8706659
L00706,West Bengal,Cooch Behar,26.2559197,89.4201143
L00708,West Bengal,Darjeeling,27.0377554,88.263176
L00709,West Bengal,Hooghly,22.9099402,88.0120825
L00710,West Bengal,Howrah,22.5736296,88.3251045
L00711,West Bengal,Jalpaiguri,26.6262805,88.7334485
L00712,West Bengal,Kalimpong,27.0702869,88.4723676
L00713,West Bengal,Kolkata,22.5726459,88.3638953
L00714,West Bengal,Malda,25.0057449,88.1398483
L00715,West Bengal,Murshidabad,24.1745993,88.2721335
L00716,West Bengal,Nadia,23.4847374,88.5567067
L00717,West Bengal,North 24 Parganas,22.6926815,88.6625795
L00718,West Bengal,Paschim Medinipur (West Medinipur),22.4188528,87.307174
L00719,West Bengal,Purba Medinipur (East Medinipur),22.2862349,87.9194091
L00720,West Bengal,Purulia,23.2020967,86.3228988
L00721,West Bengal,South 24 Parganas,22.1776733,88.5307853
